id,name,grade,class,age
775,萧思琪,初三,初三2班,14
776,朱诗涵,初三,初三2班,15
777,刘梓涵,初三,初三2班,15
778,曾志远,初三,初三2班,16
779,程天佑,初三,初三2班,15
780,董子涵,初三,初三2班,14
781,冯欣怡,初三,初三2班,15
782,吕博文,初三,初三2班,15
783,宋梓涵,初三,初三2班,15
784,刘诗涵,初三,初三2班,16
785,马博文,初三,初三2班,16
786,高浩宇,初三,初三2班,15
787,萧思琪,初三,初三2班,16
788,何志远,初三,初三2班,16
789,余一诺,初三,初三2班,14
790,赵雅婷,初三,初三2班,15
791,梁文博,初三,初三2班,15
792,吴梓轩,初三,初三2班,16
793,萧雅婷,初三,初三2班,16
794,王梓涵,初三,初三2班,14
795,周静怡,初三,初三2班,15
796,田思琪,初三,初三2班,14
797,蒋佳琪,初三,初三2班,14
798,郑志远,初三,初三2班,15
799,徐雅婷,初三,初三2班,16
800,丁明哲,初三,初三2班,16
801,梁佳琪,初三,初三3班,16
802,董天佑,初三,初三3班,16
803,袁明哲,初三,初三3班,15
804,李博文,初三,初三3班,15
805,程一诺,初三,初三3班,15
806,蔡明哲,初三,初三3班,16
807,苏子涵,初三,初三3班,16
808,彭雨桐,初三,初三3班,16
809,蔡诗涵,初三,初三3班,14
810,吕梓涵,初三,初三3班,16
811,彭宇轩,初三,初三3班,16
812,于志远,初三,初三3班,15
813,吴思远,初三,初三3班,14
814,袁一诺,初三,初三3班,14
815,李思琪,初三,初三3班,15
816,韩欣怡,初三,初三3班,15
817,苏梓轩,初三,初三3班,15
818,萧志远,初三,初三3班,15
819,丁梓涵,初三,初三3班,16
820,周佳琪,初三,初三3班,14
821,潘静怡,初三,初三3班,16
822,彭佳琪,初三,初三3班,15
823,郑宇轩,初三,初三3班,15
824,董静怡,初三,初三3班,16
825,谢雨桐,初三,初三3班,16
826,彭梓轩,初三,初三3班,14
827,何文博,初三,初三3班,15
828,胡明哲,初三,初三3班,15
829,魏梓轩,初三,初三3班,16
830,魏天佑,初三,初三3班,15
831,彭博文,初三,初三3班,16
832,吕雨桐,初三,初三3班,15
833,黄诗涵,初三,初三3班,16
834,董雅婷,初三,初三3班,15
835,谢欣怡,初三,初三3班,15
836,王明哲,初三,初三3班,16
837,杨博文,初三,初三3班,15
838,杜雨桐,初三,初三3班,16
839,彭梓轩,初三,初三3班,14
840,董雨桐,初三,初三3班,16
841,苏雨桐,初三,初三3班,14
842,赵志远,初三,初三3班,16
843,蔡思远,初三,初三3班,14
844,刘佳琪,初三,初三3班,14
845,于思远,初三,初三3班,14
846,赵俊杰,初三,初三3班,15
847,魏天佑,初三,初三3班,14
848,程欣怡,初三,初三3班,14
849,潘宇轩,初三,初三3班,15
850,杜天佑,初三,初三3班,15
851,杜梓轩,初三,初三4班,15
852,郑明哲,初三,初三4班,16
853,刘浩宇,初三,初三4班,16
854,袁思远,初三,初三4班,16
855,丁梓涵,初三,初三4班,14
856,韩宇轩,初三,初三4班,14
857,许天佑,初三,初三4班,14
858,丁明哲,初三,初三4班,14
859,张明哲,初三,初三4班,16
860,蒋一诺,初三,初三4班,15
861,高思琪,初三,初三4班,16
862,董佳琪,初三,初三4班,15
863,周佳琪,初三,初三4班,15
864,何梓轩,初三,初三4班,14
865,梁宇轩,初三,初三4班,16
866,曹雨桐,初三,初三4班,16
867,孙子涵,初三,初三4班,16
868,梁明哲,初三,初三4班,16
869,程梓轩,初三,初三4班,14
870,余雅婷,初三,初三4班,15
871,萧静怡,初三,初三4班,14
872,许一诺,初三,初三4班,14
873,周天佑,初三,初三4班,15
874,林子涵,初三,初三4班,15
875,唐思远,初三,初三4班,15
876,何静怡,初三,初三4班,15
877,蔡诗涵,初三,初三4班,14
878,郭博文,初三,初三4班,16
879,林梓涵,初三,初三4班,16
880,黄思琪,初三,初三4班,15
881,徐雅婷,初三,初三4班,16
882,萧明哲,初三,初三4班,16
883,黄明哲,初三,初三4班,15
884,余思远,初三,初三4班,14
885,周天佑,初三,初三4班,14
886,曹志远,初三,初三4班,15
887,韩文博,初三,初三4班,15
888,董梓轩,初三,初三4班,14
889,程志远,初三,初三4班,14
890,田思琪,初三,初三4班,16
891,魏博文,初三,初三4班,14
892,袁一诺,初三,初三4班,14
893,潘佳琪,初三,初三4班,14
894,袁文博,初三,初三4班,14
895,徐静怡,初三,初三4班,16
896,邓一诺,初三,初三4班,16
897,朱诗涵,初三,初三4班,15
898,杨佳琪,初三,初三4班,15
899,刘思琪,初三,初三4班,14
900,萧俊杰,初三,初三4班,15
901,袁梓涵,初三,初三5班,16
902,曹明哲,初三,初三5班,16
903,李雅婷,初三,初三5班,15
904,张梓轩,初三,初三5班,16
905,陈梓涵,初三,初三5班,15
906,谢浩宇,初三,初三5班,16
907,刘浩宇,初三,初三5班,15
908,王明哲,初三,初三5班,15
909,孙欣怡,初三,初三5班,16
910,吕俊杰,初三,初三5班,15
911,唐思琪,初三,初三5班,15
912,唐浩宇,初三,初三5班,16
913,叶文博,初三,初三5班,14
914,杜博文,初三,初三5班,14
915,孙文博,初三,初三5班,15
916,田欣怡,初三,初三5班,16
917,胡子涵,初三,初三5班,14
918,罗思琪,初三,初三5班,16
919,吕文博,初三,初三5班,15
920,董雅婷,初三,初三5班,14
921,林思琪,初三,初三5班,15
922,吴雨桐,初三,初三5班,14
923,吕一诺,初三,初三5班,14
924,叶俊杰,初三,初三5班,16
925,李思远,初三,初三5班,14
926,陈一诺,初三,初三5班,16
927,王思琪,初三,初三5班,16
928,程梓涵,初三,初三5班,14
929,丁梓涵,初三,初三5班,15
930,邓思远,初三,初三5班,16
931,朱梓涵,初三,初三5班,14
932,萧明哲,初三,初三5班,14
933,吕诗涵,初三,初三5班,15
934,袁志远,初三,初三5班,16
935,郑思远,初三,初三5班,15
936,吴佳琪,初三,初三5班,14
937,韩明哲,初三,初三5班,15
938,刘文博,初三,初三5班,16
939,丁宇轩,初三,初三5班,16
940,程俊杰,初三,初三5班,16
941,曾梓涵,初三,初三5班,15
942,杜雅婷,初三,初三5班,16
943,郑俊杰,初三,初三5班,15
944,吴明哲,初三,初三5班,15
945,孙文博,初三,初三5班,15
946,林思远,初三,初三5班,15
947,魏欣怡,初三,初三5班,15
948,刘文博,初三,初三5班,15
949,韩文博,初三,初三5班,16
950,周雅婷,初三,初三5班,14
951,郭梓轩,初三,初三6班,15
952,杜浩宇,初三,初三6班,15
953,宋浩宇,初三,初三6班,16
954,吕梓轩,初三,初三6班,14
955,何雅婷,初三,初三6班,16
956,蒋志远,初三,初三6班,14
957,陈梓轩,初三,初三6班,16
958,吕文博,初三,初三6班,14
959,彭梓轩,初三,初三6班,15
960,罗子涵,初三,初三6班,14
961,马一诺,初三,初三6班,16
962,彭思远,初三,初三6班,16
963,蒋梓轩,初三,初三6班,15
964,林文博,初三,初三6班,15
965,高雅婷,初三,初三6班,15
966,董博文,初三,初三6班,15
967,郭博文,初三,初三6班,16
968,曾思琪,初三,初三6班,14
969,吕天佑,初三,初三6班,15
970,朱博文,初三,初三6班,15
971,韩梓涵,初三,初三6班,16
972,胡欣怡,初三,初三6班,14
973,郭文博,初三,初三6班,16
974,蔡俊杰,初三,初三6班,15
975,吴梓轩,初三,初三6班,15
976,胡雅婷,初三,初三6班,16
977,林天佑,初三,初三6班,16
978,杜静怡,初三,初三6班,15
979,曾天佑,初三,初三6班,15
980,徐博文,初三,初三6班,14
981,周文博,初三,初三6班,15
982,孙文博,初三,初三6班,16
983,刘佳琪,初三,初三6班,14
984,陈梓涵,初三,初三6班,14
985,韩欣怡,初三,初三6班,16
986,胡浩宇,初三,初三6班,16
987,吴子涵,初三,初三6班,14
988,萧思琪,初三,初三6班,15
989,刘志远,初三,初三6班,16
990,叶志远,初三,初三6班,15
991,叶天佑,初三,初三6班,14
992,张文博,初三,初三6班,16
993,韩子涵,初三,初三6班,14
994,田雨桐,初三,初三6班,16
995,高子涵,初三,初三6班,16
996,苏俊杰,初三,初三6班,14
997,赵一诺,初三,初三6班,16
998,吴思远,初三,初三6班,14
999,余佳琪,初三,初三6班,15
1000,谢雨桐,初三,初三6班,15
1001,杨博文,初三,初三7班,15
1002,曹诗涵,初三,初三7班,14
1003,苏思远,初三,初三7班,15
1004,程浩宇,初三,初三7班,16
1005,杜梓涵,初三,初三7班,14
1006,许雅婷,初三,初三7班,15
1007,潘天佑,初三,初三7班,14
1008,于子涵,初三,初三7班,16
1009,徐浩宇,初三,初三7班,15
1010,冯静怡,初三,初三7班,16
1011,赵佳琪,初三,初三7班,14
1012,胡梓轩,初三,初三7班,16
1013,袁天佑,初三,初三7班,15
1014,王浩宇,初三,初三7班,16
1015,何文博,初三,初三7班,16
1016,叶梓涵,初三,初三7班,14
1017,郑子涵,初三,初三7班,14
1018,蔡欣怡,初三,初三7班,16
1019,许浩宇,初三,初三7班,15
1020,徐诗涵,初三,初三7班,14
1021,袁雅婷,初三,初三7班,16
1022,董静怡,初三,初三7班,15
1023,丁欣怡,初三,初三7班,16
1024,吕浩宇,初三,初三7班,16
1025,丁博文,初三,初三7班,14
1026,赵俊杰,初三,初三7班,14
1027,陈静怡,初三,初三7班,16
1028,余志远,初三,初三7班,15
1029,郑子涵,初三,初三7班,16
1030,何思琪,初三,初三7班,15
1031,胡博文,初三,初三7班,16
1032,唐俊杰,初三,初三7班,14
1033,程诗涵,初三,初三7班,16
1034,唐浩宇,初三,初三7班,16
1035,高思远,初三,初三7班,16
1036,陈浩宇,初三,初三7班,15
1037,吴雅婷,初三,初三7班,16
1038,于欣怡,初三,初三7班,16
1039,唐静怡,初三,初三7班,15
1040,赵浩宇,初三,初三7班,14
1041,罗思琪,初三,初三7班,15
1042,何一诺,初三,初三7班,14
1043,杨宇轩,初三,初三7班,15
1044,邓文博,初三,初三7班,16
1045,萧俊杰,初三,初三7班,14
1046,李浩宇,初三,初三7班,15
1047,潘浩宇,初三,初三7班,16
1048,蒋静怡,初三,初三7班,15
1049,张明哲,初三,初三7班,15
1050,唐浩宇,初三,初三7班,16
